id,F Name,L Name,Gender,Location,Categories,Hit count,Total Views
3232,Saanvi,Ganguly,Male,Daman and Diu,"['Ministry of External Affairs', 'Ministry of Culture', 'Ministry of Coal', 'Ministry of Tribal Affairs']",85,45
3233,Aarav,Bhasin,Others,Sikkim,"['Ministry of Steel', 'Ministry of Law and Justice', 'Ministry of Power']",29,86
3234,Shaurya,Gupta,Male,Delhi,['PM Speech'],3,90
3235,Anaya,Bhasin,Male,Tripura,"['Ministry of Power', 'Department of Atomic Energies']",18,3
3236,Pranav,Khanna,Female,Bihar,"['Ministry of Housing and Urban Affairs', 'AYUSH', 'UPSC', 'Ministry of Culture']",6,69
3237,Vivaan,Gill,Female,Lakshadweep,"['Ministry of Petroleum and Natural Gases', 'PM Speech']",86,92
3238,Vivaan,Pal,Female,Delhi,"['Ministry of Communications', 'Ministry of Steel']",98,47
3239,Riya,Kapoor,Male,Nagaland,"['Ministry of Communications', 'Ministry of Electronics and IT', 'UPSC', 'Ministry of Information and Broadcasting']",60,5
3240,Dhruv,Bhasin,Female,Delhi,"['Ministry of Power', 'Ministry of External Affairs', 'Ministry of Culture', 'Ministry of Tourism']",50,32
3241,Anaya,Kapoor,Female,Arunachal Pradesh,['Ministry of Company Affairs'],96,93
3242,Aarohi,Bakshi,Male,Karnataka,"['AYUSH', 'Ministry of Civil Aviation']",66,50
3243,Riya,Gandhi,Female,Puducherry,"['Ministry of Defence', 'Ministry of Information and Broadcasting', 'Ministry of Steel', 'Ministry of Power']",85,82
3244,Anika,Saraf,Male,Jharkhand,['Ministry of Civil Aviation'],1,41
3245,Darsh,Bhasin,Female,Meghalaya,"['Ministry of Housing and Urban Affairs', 'Ministry of Tribal Affairs', 'Ministry of Petroleum and Natural Gases']",39,11
3246,Advik,Mannan,Female,Arunachal Pradesh,['Ministry of Coal'],42,85
3247,Advaith,Gandhi,Male,Manipur,"['Ministry of Tribal Affairs', 'Ministry of Civil Aviation']",56,91
3248,Siya,Pal,Female,Chandigarh,"[""Prime Minister's Office"", 'Ministry of Information and Broadcasting', 'Ministry of Communications', 'Department of Atomic Energies']",99,77
3249,Kabir,Ganguly,Female,Tripura,"['Ministry of Commerce and Industry', 'Ministry of Science and Technology', 'Ministry of Coal']",70,54
3250,Anika,Mehta,Female,Odisha,"['Ministry of Science and Technology', 'Ministry of Culture', 'PM Speech', 'Ministry of Agriculture and Farmers Welfare']",24,94
3251,Aarav,Basu,Female,Tamil Nadu,"['Ministry of Information and Broadcasting', 'PM Speech']",1,2
3252,Angel,Pal,Female,Himachal Pradesh,"['Ministry of Civil Aviation', 'Ministry of Coal', 'Ministry of Housing and Urban Affairs']",99,8
3253,Diya,Gupta,Male,Chandigarh,"['Ministry of Law and Justice', 'AYUSH', 'Ministry of External Affairs']",21,22
3254,Anya,Dubey,Female,Jharkhand,"['Ministry of Coal', 'Ministry of Housing and Urban Affairs']",68,28
3255,Reyansh,Bakshi,Male,Jharkhand,"['Ministry of Tribal Affairs', 'Ministry of Electronics and IT', 'Ministry of Information and Broadcasting']",19,70
3256,Ritvik,Ahluwalia,Male,Haryana,['Ministry of Defence'],63,15
3257,Akshara,Dewan,Male,Delhi,"['Ministry of Housing and Urban Affairs', 'Ministry of Electronics and IT', 'Ministry of Commerce and Industry', 'Department of Atomic Energies']",73,92
3258,Atharva,Chawla,Male,Telangana,"[""Prime Minister's Office"", 'Ministry of Commerce and Industry']",38,48
3259,Pari,Parekh,Male,Tripura,"['Ministry of Civil Aviation', 'Ministry of Information and Broadcasting', 'UPSC']",56,92
3260,Kabir,Malhotra,Female,Puducherry,"['PM Speech', 'Ministry of Tribal Affairs', 'Ministry of Youth Affairs and Sports', 'Ministry of Housing and Urban Affairs']",64,96
3261,Ishaan,Kumar,Female,Assam,"['AYUSH', 'Ministry of Science and Technology', ""Prime Minister's Office"", 'Ministry of Law and Justice']",47,2
3262,Sai,Ahluwalia,Male,Tripura,['Ministry of Coal'],96,42
3263,Anvi,Ahluwalia,Male,Uttarakhand,"['Ministry of Power', ""Prime Minister's Office"", 'PM Speech']",29,13
3264,Pranav,Khanna,Male,West Bengal,"['Ministry of Petroleum and Natural Gases', 'Ministry of Company Affairs']",48,65
3265,Eva,Kaur,Female,Gujarat,"['Ministry of Tourism', 'Ministry of Commerce and Industry', 'Ministry of Housing and Urban Affairs', 'Ministry of Communications']",10,71
3266,Angel,Chawla,Male,Uttar Pradesh,['Ministry of Defence'],96,27
3267,Ananya,Kumar,Male,West Bengal,"['Ministry of Housing and Urban Affairs', 'Ministry of Power', 'Ministry of Tourism', 'Ministry of Civil Aviation']",8,34
3268,Ishaan,Gupta,Male,Madhya Pradesh,['Ministry of Science and Technology'],63,79
3269,Ahana,Khanna,Female,Dadra and Nagar Haveli,"['Ministry of Science and Technology', 'Ministry of Tourism', 'Ministry of Electronics and IT', 'Ministry of Housing and Urban Affairs']",12,41
3270,Saanvi,Dubey,Male,Andhra Pradesh,['Ministry of Science and Technology'],16,14
3271,Advik,Khanna,Male,Kerala,"['Ministry of Tribal Affairs', 'Ministry of Petroleum and Natural Gases', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Power']",3,69
3272,Prisha,Chowdhury,Female,Madhya Pradesh,['Ministry of Tribal Affairs'],89,47
3273,Arjun,Mani,Male,Goa,"[""Prime Minister's Office"", 'Ministry of Company Affairs', 'Ministry of Culture', 'Ministry of Youth Affairs and Sports']",24,11
3274,Anvi,Pal,Male,Bihar,['Ministry of Power'],2,81
3275,Reyansh,Jha,Male,Odisha,"['UPSC', 'Ministry of Company Affairs']",95,42
3276,Atharva,Das,Female,Gujarat,['Ministry of Tourism'],92,5
3277,Mohammed,Bakshi,Male,Delhi,"['Ministry of Housing and Urban Affairs', 'UPSC']",26,3
3278,Anika,Lal,Male,Maharashtra,"['Ministry of Housing and Urban Affairs', 'PM Speech', 'Ministry of Tribal Affairs', 'Ministry of Company Affairs']",95,96
3279,Akshara,Sachdev,Male,Daman and Diu,"['Ministry of Petroleum and Natural Gases', 'Ministry of Steel', 'Ministry of Law and Justice']",64,38
3280,Veer,Ganguly,Female,Maharashtra,"[""Prime Minister's Office"", 'AYUSH']",50,70
3281,Sai,Sachdev,Male,Mizoram,"['Ministry of Housing and Urban Affairs', 'Department of Atomic Energies']",7,34
3282,Vihaan,Khanna,Male,Punjab,"['Ministry of Culture', 'Ministry of Coal', 'Ministry of Tourism', 'Ministry of Agriculture and Farmers Welfare']",81,3
3283,Riya,Parekh,Male,Dadra and Nagar Haveli,['Ministry of Power'],73,68
3284,Aarush,Ray,Female,Jharkhand,"['Ministry of Information and Broadcasting', 'Ministry of Electronics and IT']",62,14
3285,Saanvi,Balakrishna,Female,Telangana,"['Ministry of Youth Affairs and Sports', 'Ministry of Housing and Urban Affairs']",42,88
3286,Arnav,Gill,Male,Punjab,['Ministry of Company Affairs'],10,5
3287,Ahana,Biswas,Female,Bihar,"['PM Speech', 'Ministry of Electronics and IT', 'UPSC', 'Ministry of Culture']",65,2
3288,Diya,Chawla,Female,Lakshadweep,"['Ministry of Communications', 'Ministry of Civil Aviation', 'AYUSH']",75,88
3289,Aditya,Kapoor,Male,Dadra and Nagar Haveli,"['Ministry of Commerce and Industry', 'Ministry of Electronics and IT', 'Ministry of Science and Technology']",41,95
3290,Ananya,Dalal,Female,Assam,['Ministry of Youth Affairs and Sports'],70,66
3291,Ananya,Mehta,Male,Haryana,"['Ministry of Tribal Affairs', 'Ministry of Communications', 'Ministry of Law and Justice']",87,12
3292,Pari,Apte,Male,Bihar,"['Ministry of Petroleum and Natural Gases', 'UPSC']",16,93
3293,Aarohi,Jha,Male,Assam,"['Ministry of Petroleum and Natural Gases', 'Ministry of Electronics and IT', 'Department of Atomic Energies']",56,37
3294,Aarohi,Balakrishna,Male,Telangana,"[""Prime Minister's Office"", 'Ministry of Youth Affairs and Sports', 'Ministry of Power', 'Ministry of Coal']",98,25
3295,Arnav,Jain,Female,Dadra and Nagar Haveli,"['Ministry of Law and Justice', 'Ministry of Tourism', 'Department of Atomic Energies']",61,12
3296,Anaya,Saraf,Male,Himachal Pradesh,"['Department of Atomic Energies', ""Prime Minister's Office""]",41,73
3297,Ritvik,Mehta,Female,Punjab,"[""Prime Minister's Office"", 'Ministry of Company Affairs', 'UPSC', 'Ministry of Tribal Affairs']",55,78
3298,Arjun,Dalal,Female,Uttarakhand,['Ministry of Housing and Urban Affairs'],35,46
3299,Shanaya,Apte,Female,Goa,"['Ministry of Power', 'Department of Atomic Energies', 'Ministry of Steel', 'Ministry of Culture']",87,86
3300,Aditya,Sachdev,Male,Goa,"['Ministry of Science and Technology', 'Ministry of Culture']",11,27
3301,Navya,Kapoor,Male,Jammu and Kashmir,"['Ministry of Company Affairs', 'Ministry of Power']",94,3
3302,Anaya,Das,Male,Chhattisgarh,"['Ministry of Company Affairs', 'Ministry of Tourism', 'Ministry of Law and Justice']",31,43
3303,Anvi,Dalal,Male,Arunachal Pradesh,"['Ministry of Science and Technology', 'Ministry of Civil Aviation', 'Ministry of Petroleum and Natural Gases']",42,71
3304,Krishna,Laghari,Male,Daman and Diu,"['Ministry of Law and Justice', 'Ministry of Civil Aviation']",79,44
3305,Aadhya,Bedi,Female,Tamil Nadu,['Ministry of Commerce and Industry'],71,3
3306,Darsh,Gill,Female,Uttar Pradesh,"['Ministry of Company Affairs', 'Ministry of Commerce and Industry', 'Ministry of Power', 'UPSC']",61,5
3307,Anya,Bajwa,Female,Kerala,['Ministry of Defence'],95,41
3308,Shanaya,Ganguly,Female,Bihar,['Ministry of Power'],16,44
3309,Advik,Ray,Male,Jammu and Kashmir,"['Ministry of Law and Justice', 'Ministry of Coal']",66,83
3310,Aarush,Chowdhury,Male,Punjab,"['Ministry of Science and Technology', 'Ministry of Youth Affairs and Sports', 'Ministry of Law and Justice']",31,91
3311,Aarav,Singh,Female,Goa,"['Ministry of Housing and Urban Affairs', 'Ministry of Power', 'Ministry of Law and Justice', 'Ministry of Petroleum and Natural Gases']",19,47
3312,Vihaan,Sachdev,Male,Arunachal Pradesh,"['Ministry of Information and Broadcasting', 'AYUSH', 'Ministry of Tribal Affairs', 'Ministry of Tourism']",86,10
3313,Kyra,Dewan,Female,Gujarat,"['Ministry of Petroleum and Natural Gases', 'Ministry of Coal']",80,36
3314,Sai,Gupta,Female,Assam,"['Ministry of Defence', 'Ministry of Power']",30,77
3315,Darsh,Das,Female,Andaman and Nicobar Islands,['Ministry of Commerce and Industry'],76,73
3316,Ananya,Bakshi,Male,Chhattisgarh,"['Ministry of Electronics and IT', 'Ministry of Coal']",98,52
3317,Ahana,Datta,Male,Telangana,"['PM Speech', 'Ministry of Coal']",52,43
3318,Kyra,Ahuja,Male,Jharkhand,"['Ministry of Petroleum and Natural Gases', 'AYUSH', 'Ministry of Tribal Affairs']",30,25
3319,Krishna,Jain,Female,Kerala,"['Ministry of Petroleum and Natural Gases', 'Ministry of Youth Affairs and Sports']",26,85
3320,Anika,Ahluwalia,Female,Sikkim,"['AYUSH', 'Ministry of Defence', 'Ministry of Commerce and Industry']",91,40
3321,Advik,Dewan,Female,Karnataka,"['Ministry of External Affairs', 'Ministry of Information and Broadcasting', 'Ministry of Tribal Affairs', 'PM Speech']",11,29
3322,Kabir,Parekh,Female,West Bengal,"['Ministry of Youth Affairs and Sports', 'PM Speech']",66,21
3323,Aarush,Mani,Male,Madhya Pradesh,"['Ministry of Coal', 'PM Speech', 'Ministry of Information and Broadcasting']",42,35
3324,Prisha,Chandra,Male,Jammu and Kashmir,['Ministry of Culture'],17,76
3325,Shaurya,Naidu,Male,Haryana,"['Ministry of External Affairs', 'Ministry of Electronics and IT', 'UPSC', 'Ministry of Youth Affairs and Sports']",87,87
3326,Aarohi,Thakur,Male,Tamil Nadu,"['Ministry of Power', ""Prime Minister's Office"", 'Ministry of External Affairs', 'PM Speech']",12,70
3327,Vivaan,Dubey,Male,Tripura,"['Ministry of Commerce and Industry', 'Ministry of Power', 'Ministry of Communications']",80,44
3328,Myra,Pal,Male,Telangana,"['Ministry of Electronics and IT', ""Prime Minister's Office""]",85,73
3329,Advik,Basu,Male,Rajasthan,"['AYUSH', 'PM Speech', 'UPSC', ""Prime Minister's Office""]",36,21
3330,Anika,Purohit,Female,Odisha,"[""Prime Minister's Office"", 'Ministry of Electronics and IT', 'UPSC']",87,84
3331,Vivaan,Khurana,Female,Karnataka,"['Ministry of Culture', 'Ministry of Electronics and IT']",96,45
3332,Prisha,Ganguly,Male,West Bengal,"['Department of Atomic Energies', 'Ministry of Law and Justice']",53,17
3333,Aaradhya,Mani,Female,Madhya Pradesh,['Ministry of Defence'],42,66
3334,Navya,Singh,Male,Lakshadweep,"['Ministry of Housing and Urban Affairs', 'Ministry of Petroleum and Natural Gases']",33,88
3335,Ananya,Sachdev,Male,Himachal Pradesh,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Tribal Affairs', 'Ministry of Housing and Urban Affairs']",74,92
3336,Vihaan,Bhasin,Male,Mizoram,"['Ministry of Housing and Urban Affairs', 'AYUSH', 'PM Speech', 'Ministry of Steel']",85,10
3337,Sara,Pal,Female,Andaman and Nicobar Islands,"['Ministry of External Affairs', 'Ministry of Tribal Affairs', 'Ministry of Youth Affairs and Sports']",7,26
3338,Advik,Apte,Male,Goa,"['Ministry of Coal', 'Ministry of Youth Affairs and Sports', 'Ministry of Power']",45,13
3339,Mohammed,Biswas,Female,Uttar Pradesh,"['Ministry of Steel', 'Ministry of Information and Broadcasting', 'Ministry of External Affairs', 'Department of Atomic Energies']",33,37
3340,Advaith,Balakrishna,Male,Madhya Pradesh,"['Ministry of Steel', 'Ministry of External Affairs', 'Ministry of Information and Broadcasting']",31,48
3341,Arnav,Lal,Male,Odisha,"['PM Speech', 'AYUSH', 'Ministry of Law and Justice']",46,52
3342,Vihaan,Gill,Male,Jharkhand,['Ministry of Power'],52,79
3343,Advik,Ray,Male,Karnataka,['Ministry of Petroleum and Natural Gases'],99,10
3344,Vihaan,Chandra,Female,Sikkim,"['Ministry of External Affairs', 'UPSC', 'Ministry of Civil Aviation']",91,38
3345,Myra,Kulkarni,Male,Telangana,"['Ministry of Information and Broadcasting', 'Ministry of Youth Affairs and Sports']",89,53
3346,Saanvi,Sachdev,Female,Bihar,"['Ministry of Commerce and Industry', 'UPSC', 'Ministry of Electronics and IT', 'Department of Atomic Energies']",14,39
3347,Ananya,Chowdhury,Male,Telangana,"['Ministry of Youth Affairs and Sports', 'Ministry of Information and Broadcasting', 'Ministry of Tribal Affairs', 'Ministry of Power']",64,89
3348,Vihaan,Kulkarni,Female,West Bengal,['Department of Atomic Energies'],86,97
3349,Pari,Khatri,Male,Rajasthan,"['Ministry of Information and Broadcasting', 'AYUSH', 'Ministry of Defence', 'Ministry of Communications']",39,38
3350,Saanvi,Parekh,Female,Maharashtra,"[""Prime Minister's Office"", 'Ministry of Commerce and Industry', 'Ministry of Culture']",75,90
3351,Aaryan,Kapoor,Male,Maharashtra,"['Ministry of External Affairs', 'UPSC', 'Ministry of Agriculture and Farmers Welfare']",67,25
3352,Pari,Pal,Male,Mizoram,"['Ministry of Tribal Affairs', 'Ministry of Culture', 'Ministry of Electronics and IT', 'Ministry of Agriculture and Farmers Welfare']",17,31
3353,Aaradhya,Chowdhury,Male,West Bengal,"['Ministry of Tribal Affairs', 'Ministry of Power', 'Ministry of Electronics and IT']",3,27
3354,Anika,Gill,Male,Jharkhand,"['UPSC', 'Ministry of Steel', 'Ministry of Law and Justice']",50,85
3355,Ishaan,Gupta,Male,Madhya Pradesh,"[""Prime Minister's Office"", 'Ministry of Housing and Urban Affairs']",13,69
3356,Aarohi,Kumar,Female,Gujarat,"['Ministry of Coal', 'Ministry of Information and Broadcasting']",4,22
3357,Navya,Kapoor,Male,West Bengal,"['Ministry of Steel', 'PM Speech']",55,55
3358,Diya,Balakrishna,Male,Manipur,['Ministry of Power'],89,90
3359,Kabir,Lal,Female,Chandigarh,"['AYUSH', ""Prime Minister's Office"", 'Ministry of Coal']",23,33
3360,Darsh,Naidu,Male,Uttarakhand,"['Ministry of Communications', 'UPSC', 'Ministry of Steel', 'Ministry of Petroleum and Natural Gases']",61,77
3361,Kyra,Chawla,Male,Sikkim,"['Ministry of External Affairs', 'Ministry of Commerce and Industry']",23,66
3362,Kabir,Khatri,Female,Rajasthan,"['Ministry of Science and Technology', 'Ministry of Housing and Urban Affairs', 'AYUSH', 'Ministry of Law and Justice']",3,93
3363,Aadhya,Kohli,Male,West Bengal,"['Ministry of Youth Affairs and Sports', 'Ministry of Communications', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Commerce and Industry']",26,40
3364,Aarav,Gill,Male,Uttarakhand,"['PM Speech', 'Ministry of Electronics and IT', 'Ministry of Agriculture and Farmers Welfare']",3,66
3365,Riya,Pal,Male,Punjab,"['Ministry of Communications', ""Prime Minister's Office""]",65,50
3366,Advik,Sachdev,Female,Tamil Nadu,"['PM Speech', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Tribal Affairs', ""Prime Minister's Office""]",91,4
3367,Kyra,Chakrabarti,Male,Puducherry,['PM Speech'],34,1
3368,Eva,Kumar,Female,Puducherry,"['Department of Atomic Energies', 'Ministry of Commerce and Industry']",24,16
3369,Aaradhya,Kumar,Male,Meghalaya,['Ministry of Agriculture and Farmers Welfare'],89,15
3370,Dhruv,Chowdhury,Male,Daman and Diu,"['Ministry of Civil Aviation', 'Ministry of Defence', 'Ministry of Information and Broadcasting', 'Department of Atomic Energies']",18,74
3371,Aayan,Lal,Female,Jammu and Kashmir,"['Ministry of Civil Aviation', 'Ministry of Power', 'Ministry of Company Affairs']",50,37
3372,Sara,Dewan,Male,Jammu and Kashmir,"['Ministry of Tourism', 'Ministry of Science and Technology', 'Ministry of Electronics and IT']",45,49
3373,Aaradhya,Kapoor,Others,Maharashtra,"['Ministry of Science and Technology', 'Ministry of Company Affairs', ""Prime Minister's Office""]",62,22
3374,Vivaan,Bakshi,Male,Bihar,"['Ministry of Company Affairs', 'Ministry of Science and Technology', 'Ministry of External Affairs']",76,6
3375,Aarav,Chawla,Male,Sikkim,"['Ministry of Coal', 'Ministry of Civil Aviation']",99,84
3376,Aayan,Bajwa,Female,Himachal Pradesh,"['Ministry of Civil Aviation', 'PM Speech', 'Ministry of Petroleum and Natural Gases', 'Ministry of Company Affairs']",82,34
3377,Arnav,Chawla,Female,Daman and Diu,['UPSC'],75,71
3378,Vihaan,Ray,Female,Nagaland,"['Department of Atomic Energies', 'Ministry of Petroleum and Natural Gases', 'Ministry of Information and Broadcasting']",75,6
3379,Ananya,Thakur,Male,Mizoram,"[""Prime Minister's Office"", 'Ministry of Defence', 'Ministry of Law and Justice', 'Ministry of Culture']",72,73
3380,Angel,Naidu,Male,Haryana,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Communications', 'Ministry of Power', 'Ministry of Coal']",95,5
3381,Ritvik,Bedi,Female,Delhi,"['Ministry of Company Affairs', 'Ministry of External Affairs', 'Ministry of Civil Aviation', 'Ministry of Science and Technology']",16,45
3382,Vivaan,Malhotra,Female,Manipur,"['Ministry of External Affairs', 'Ministry of Commerce and Industry', 'Ministry of Defence']",9,15
3383,Ananya,Das,Male,Nagaland,"['Ministry of Power', 'Ministry of Commerce and Industry', 'Ministry of Communications']",29,89
3384,Akshara,Bhasin,Female,Arunachal Pradesh,"['Ministry of Culture', 'Ministry of Tribal Affairs']",45,14
3385,Ishaan,Bhasin,Male,Uttarakhand,"['Ministry of Science and Technology', 'Ministry of Tourism', 'Department of Atomic Energies', 'Ministry of Tribal Affairs']",43,43
3386,Advik,Kapoor,Male,Tamil Nadu,"['Ministry of Information and Broadcasting', 'Ministry of Company Affairs', 'Ministry of Defence', 'Department of Atomic Energies']",83,23
3387,Sara,Kapoor,Male,Madhya Pradesh,"['Ministry of Tribal Affairs', 'PM Speech', 'Ministry of Coal']",62,11
3388,Eva,Parekh,Female,Telangana,"['Ministry of Communications', 'Ministry of Electronics and IT']",92,43
3389,Veer,Ganguly,Male,Bihar,"['Ministry of Defence', 'Ministry of External Affairs', 'Ministry of Electronics and IT']",10,72
